hydropowerAk,irrigation,environment,floodcontrol,hydropowerKp
4578.390094247562,0.5021165244816969,0.5960264900662251,0.0,900.0501231709836
4572.872273701688,0.7032630785883607,0.5960264900662251,0.0,896.5913699743807
3915.812961341271,0.7672044154138019,0.8211920529801324,0.0,762.5806680327926
4579.05553381776,0.6240776731166051,0.5960264900662251,0.0,898.2689304561999
4577.28776038472,0.45198148399195964,0.5960264900662251,0.0,902.6258192781788
4572.244773703071,0.7532512285788764,0.5960264900662251,0.0,895.5535820762991
4576.449954738679,0.7233998666900183,0.5960264900662251,0.0,895.3182040637402
4578.1380912999375,0.6528249390863884,0.5960264900662251,0.0,897.8241463352992
4294.326953474814,0.7192313042813749,0.6754966887417219,0.0,839.5484665214551
3516.178580711646,0.054030106401696115,0.9602649006622517,0.0,697.7883747058102
3907.1550246226166,0.056553060669976854,0.8211920529801324,0.0,773.6715547975984
4580.133358684617,0.3545154929071669,0.5960264900662251,0.0,905.1546655082371
4295.989257951382,0.7274654955190063,0.6754966887417219,0.0,839.2247893881071
4385.541088469522,0.657623986323029,0.6423841059602649,0.0,858.1703903118831
3970.6302794400385,0.3050820612188362,0.8013245033112583,0.0,784.3362469964657
4353.700001033108,0.10134449124912459,0.6556291390728477,0.0,860.4421259385651
4577.39350977918,0.5526553135292711,0.5960264900662251,0.0,898.5316902979814
4378.800734772045,0.16431678744216796,0.6423841059602649,0.0,866.0700611505116
3668.385959725059,0.8196165682963037,0.9139072847682119,0.0,711.4439462528632
3767.916154996993,0.22992366193174776,0.8741721854304636,0.0,743.6706537799529
3650.062721395748,0.10283627453868924,0.9139072847682119,0.0,723.5759228174925
4037.9689712452464,0.8442508641472771,0.7748344370860927,0.0,785.2969197336482
4379.654480564399,0.12315677000243604,0.6423841059602649,0.0,866.1590933768574
4150.5239304025135,0.21653256968924064,0.7350993377483444,0.0,819.556311132428
4437.421220159239,0.171499279756945,0.6225165562913908,0.0,877.5937670323361
4574.337117375736,0.5507389647977052,0.5960264900662251,0.0,900.1099765689518
3669.379524388592,0.7597832629095098,0.9139072847682119,0.0,712.7998289190933
3643.572594325868,0.6901312708284066,0.9205298013245033,0.0,710.5177099053478
3864.187045546696,0.4287116883753203,0.8410596026490066,0.0,758.7182044310571
4574.791866242032,0.5763990878326329,0.5960264900662251,0.0,899.7606043583507
4575.953032289785,0.6036370994960144,0.5960264900662251,0.0,899.3009426731483
3712.6078070974127,0.07783234724410745,0.8940397350993378,0.0,735.5370186173473
3874.8575798058114,0.012820112056849409,0.8344370860927153,0.0,767.4766379023191
3438.4770129545327,0.4333794169072098,0.9933774834437086,0.0,675.028018316231
3749.545036283292,0.6436108358464564,0.880794701986755,0.0,732.7437022615785
4296.84240012878,0.5851285944973322,0.6754966887417219,0.0,842.8176868794189
4280.597493521723,0.13224348896791135,0.6821192052980132,0.0,846.727811200407
4198.2964081378595,0.46105896533014523,0.7152317880794702,0.0,827.004144329451
4333.793174637803,0.6389896643920041,0.6622516556291391,0.0,849.5252411478251
3652.7175378685056,0.07422679474882168,0.9139072847682119,0.0,724.132595168599
4204.495486783355,0.6900410531244423,0.7152317880794702,0.0,822.2606324037187
4578.669939751574,0.4059945291853436,0.5960264900662251,0.0,904.5945044402687
3534.7211605664156,0.6053046358337121,0.9602649006622517,0.0,691.030044000236
4147.546916678176,0.553058071740116,0.7350993377483444,0.0,813.100174430364
3745.4458988465713,0.15640658648390085,0.880794701986755,0.0,740.5893467846125
3471.088222549991,0.5195681511147171,0.9801324503311258,0.0,680.3208688790604
4120.64965999458,0.19065093334959748,0.7417218543046358,0.0,815.2630471632482
4035.8503112604794,0.5660900945785762,0.7748344370860927,0.0,791.7363258874149
4484.963013275428,0.24443648982342997,0.6026490066225165,0.0,886.1366050626661
4433.859503200263,0.5336545996162936,0.6225165562913908,0.0,871.8756959856074
