hydropower_Ak,irrigation,environment,floodcontrol,hydropower_Kp,Name
2336.829431,0.284906942,0.797260274,0,458.1897518,Other solutions
1740.094355,0.550243789,0.789041096,0,327.1596664,Other solutions
2018.757168,0.461363563,0.789041096,0,387.3885669,Other solutions
2333.351376,0.310209392,0.783561644,0,456.251632,Other solutions
2531.627659,0.269573702,0.775342466,0,497.9793387,Other solutions
2372.821941,0.386165644,0.77260274,0,462.236099,Other solutions
2506.932219,0.468714882,0.764383562,0,489.007265,Other solutions
1894.941687,0.645116651,0.756164384,0,355.8945471,Other solutions
2527.837778,0.452118924,0.753424658,0,491.8090022,Other solutions
2323.370551,0.536658396,0.750684932,0,446.8970972,Other solutions
2320.874901,0.510810151,0.750684932,0,447.2045902,Other solutions
2426.561986,0.692724915,0.745205479,0,462.0346322,Other solutions
2427.099461,0.590931755,0.745205479,0,465.7561406,Other solutions
2539.625557,0.512479417,0.742465753,0,491.9566312,Other solutions
2729.847364,0.47710933,0.734057629,0,531.4153648,Other solutions
2739.195498,0.173793679,0.733490789,0,542.4353227,Other solutions
2725.64368,0.115191949,0.733396316,0,543.7648243,Other solutions
2714.134323,0.562365818,0.731317903,0,528.3545738,Other solutions
2728.434589,0.464106078,0.731317903,0,532.0971556,Other solutions
2734.840788,0.356310551,0.731317903,0,535.5817476,Other solutions
2735.019245,0.259225009,0.731317903,0,539.9479537,Other solutions
2745.35396,0.214238168,0.731317903,0,541.0893993,Other solutions
2745.712742,0.198831784,0.731317903,0,541.9108186,Other solutions
2739.702136,0.123716241,0.731317903,0,543.4207559,Other solutions
2739.301268,0.06152156,0.731317903,0,545.9585924,Other solutions
2721.89418,0.511891907,0.731223429,0,530.7856074,Other solutions
2740.629055,0.265315789,0.731034483,0,539.0553095,Other solutions
2741.290098,0.296916688,0.730845536,0,538.6428789,Other solutions
2730.628341,0.402877344,0.73065659,0,534.1197391,Other solutions
2744.894879,0.311908653,0.73065659,0,538.1242905,Other solutions
2732.833206,0.413996787,0.730562116,0,533.7190402,Other solutions
2737.384949,0.500434161,0.725838451,0,531.6443948,Other solutions
2748.188745,0.25162627,0.724988191,0,540.2303345,Other solutions
2727.548048,0.676440149,0.723287671,0,525.3640055,Other solutions
2725.072524,0.658926747,0.723287671,0,526.1910922,Other solutions
2730.353899,0.557210147,0.723287671,0,529.6193652,Other solutions
2750.545477,0.153188442,0.723287671,0,543.3165173,Other solutions
2740.160431,0.406661294,0.723193198,0,534.7819748,Other solutions
2750.476143,0.13509609,0.723193198,0,544.0010386,Other solutions
2747.002127,0.07680619,0.723193198,0,546.1349514,Other solutions
2740.748507,0.454023254,0.723098725,0,533.1092694,Other solutions
2752.505652,0.178153488,0.723098725,0,542.8234869,Other solutions
2752.792669,0.211746544,0.722626358,0,541.5626742,Other solutions
2728.152303,0.613129021,0.720547945,0,527.7669668,Other solutions
2727.996091,0.601158209,0.720547945,0,528.084515,Other solutions
2731.61392,0.588778977,0.720547945,0,528.423175,Other solutions
2743.124262,0.475382164,0.720547945,0,532.573727,Other solutions
2741.976472,0.417965237,0.720547945,0,534.167661,Other solutions
2744.100857,0.367070058,0.720547945,0,536.1773853,Other solutions
2740.935625,0.360217448,0.720547945,0,536.518035,Other solutions
2749.442344,0.290665867,0.720547945,0,538.7567156,Other solutions
2749.21391,0.15650004,0.720547945,0,543.5703426,Other solutions
2750.607932,0.030324579,0.720547945,0,547.6270833,Other solutions
2744.045144,0.44081252,0.720453472,0,533.7405732,Other solutions
2748.171163,0.306903136,0.720453472,0,538.3015596,Other solutions
2734.342568,0.400954924,0.720358999,0,535.0183111,Other solutions
2744.014557,0.107571347,0.720358999,0,545.1126945,Other solutions
2749.526299,0.087797991,0.720264525,0,545.8730192,Other solutions
2745.865426,0.122913067,0.720170052,0,544.6706468,Other solutions
2755.899581,0.205625354,0.717808219,0,542.0751703,Other solutions
2745.930875,0.401081165,0.715068493,0,535.1867554,Other solutions
2754.16477,0.102431871,0.715068493,0,545.3605068,Other solutions
2749.183265,0.063075705,0.715068493,0,546.8373493,Other solutions
2733.398356,0.60750925,0.71497402,0,528.1699464,Other solutions
2745.009414,0.051085856,0.714879547,0,547.0006218,Other solutions
2728.968668,0.602031614,0.712328767,0,528.5705481,Other solutions
2740.29106,0.552673979,0.712328767,0,530.1814691,Other solutions
2741.687468,0.500007162,0.712328767,0,532.0558886,Other solutions
2744.537183,0.466244815,0.712328767,0,533.1411797,Other solutions
2746.101294,0.41324746,0.712328767,0,534.8641138,Other solutions
2749.269059,0.357508534,0.712328767,0,536.9245959,Other solutions
2744.145442,0.354010822,0.712328767,0,537.0104677,Other solutions
2751.974674,0.301528278,0.712328767,0,538.698741,Other solutions
2752.624924,0.260134356,0.712328767,0,540.0424143,Other solutions
2749.121749,0.251317611,0.712328767,0,540.5552124,Other solutions
2753.110971,0.099507405,0.712328767,0,545.547925,Other solutions
2755.18151,0.031570529,0.712328767,0,548.055226,Other solutions
2721.631691,0.715887735,0.712234294,0,524.4299237,Other solutions
2734.509133,0.666932189,0.712234294,0,526.5224221,Other solutions
2743.33167,0.538376712,0.712234294,0,530.6735763,Other solutions
2752.449919,0.075696176,0.712234294,0,546.4389169,Other solutions
2741.493581,0.456527782,0.712139821,0,533.5370583,Other solutions
2756.66928,0.156890455,0.712139821,0,543.8164954,Other solutions
2756.010026,0.129110258,0.712139821,0,544.6607785,Other solutions
2739.150445,0.400105268,0.711950874,0,535.5995611,Other solutions
2739.659168,0.604420158,0.706849315,0,528.4306555,Other solutions
2753.62769,0.05047806,0.706849315,0,547.5226519,Other solutions
2726.486216,0.755874342,0.704109589,0,523.1663098,Other solutions
2728.028039,0.703795318,0.704109589,0,525.1149741,Other solutions
2749.350267,0.575241011,0.704109589,0,529.5701396,Other solutions
2756.183488,0.444711558,0.704109589,0,533.7587778,Other solutions
2751.87267,0.427519394,0.704109589,0,534.5038541,Other solutions
2750.536221,0.416660299,0.704109589,0,535.0846651,Other solutions
2747.905171,0.405561284,0.704015116,0,535.5302684,Other solutions
2758.241014,0.250230571,0.704015116,0,540.8233783,Other solutions
2763.067825,0.103089073,0.704015116,0,545.9951915,Other solutions
2761.357604,0.153293996,0.703637222,0,544.1533607,Other solutions
2720.728942,0.519820993,0.703164856,0,535.0084534,Other solutions
2739.528965,0.658605818,0.701369863,0,526.8381769,Other solutions
2740.130752,0.638028696,0.701369863,0,527.4190186,Other solutions
2736.239919,0.607410855,0.701369863,0,528.5446381,Other solutions
2740.835891,0.552125927,0.701369863,0,530.2645576,Other solutions
2736.331365,0.550240235,0.701369863,0,530.5137826,Other solutions
2746.483825,0.52717691,0.701369863,0,531.1810211,Other solutions
2745.283794,0.505641613,0.701369863,0,531.9741958,Other solutions
2753.766003,0.45152308,0.701369863,0,533.8676705,Other solutions
2752.431959,0.437860069,0.701369863,0,534.2990557,Other solutions
2755.107391,0.39834079,0.701369863,0,535.5254238,Other solutions
2753.030185,0.351321638,0.701369863,0,537.1358332,Other solutions
2758.115041,0.337790391,0.701369863,0,538.0075834,Other solutions
2757.074714,0.300373928,0.701369863,0,539.04913,Other solutions
2760.477724,0.208225957,0.701369863,0,542.3465362,Other solutions
2759.944993,0.202371406,0.701369863,0,542.5168722,Other solutions
2763.381006,0.096097825,0.701369863,0,546.201399,Other solutions
2756.90149,0.077862701,0.701369863,0,546.7597688,Other solutions
2755.409807,0.065193004,0.701369863,0,547.1420492,Other solutions
2760.089664,0.038151411,0.701369863,0,547.9886656,Other solutions
2758.184395,0.024181519,0.701369863,0,548.6198578,Other solutions
2714.558687,0.445769869,0.701180916,0,536.9726019,Other solutions
2722.361767,0.372404343,0.700897496,0,539.7082806,Other solutions
2712.157247,0.674204521,0.69957487,0,528.1087721,Other solutions
2737.095988,0.740109359,0.698630137,0,523.9426009,Other solutions
2724.75813,0.589689902,0.697590931,0,533.6535194,Other solutions
2766.305397,0.105339197,0.695795938,0,545.8597059,Other solutions
2762.553956,0.301100203,0.695040151,0,539.1062789,Other solutions
2743.532586,0.357202779,0.694662258,0,546.2200405,Other solutions
2747.317898,0.600189759,0.693528578,0,528.7587197,Other solutions
2732.578318,0.530431159,0.693434105,0,538.7310977,Other solutions
2730.968675,0.469561079,0.693339632,0,540.7330359,Other solutions
2758.404958,0.404983527,0.693150685,0,535.5743472,Other solutions
2760.254765,0.373694202,0.693150685,0,536.7275178,Other solutions
2765.259373,0.29683264,0.693150685,0,539.2558279,Other solutions
2763.327572,0.286614571,0.693150685,0,539.7883968,Other solutions
2764.155586,0.157948478,0.693150685,0,544.2208213,Other solutions
2761.587771,0.05385524,0.693150685,0,547.7706079,Other solutions
2745.588322,0.353499405,0.692867265,0,537.504191,Other solutions
2758.140241,0.45157045,0.691544639,0,534.1054492,Other solutions
2736.565129,0.441580873,0.691450165,0,540.5851172,Other solutions
2743.502512,0.223021555,0.691072272,0,547.6975502,Other solutions
2744.81572,0.280870175,0.690694379,0,546.9933222,Other solutions
2742.740289,0.657130056,0.690505432,0,526.9279525,Other solutions
2755.296024,0.557269251,0.690410959,0,530.4532463,Other solutions
2755.090608,0.532188628,0.690410959,0,531.1501927,Other solutions
2753.409458,0.515530322,0.690410959,0,531.8518318,Other solutions
2764.47948,0.327075547,0.690410959,0,538.1539628,Other solutions
2762.065424,0.253032687,0.690410959,0,540.9310994,Other solutions
2764.242532,0.212588048,0.690410959,0,542.2004638,Other solutions
2762.174439,0.101476562,0.690410959,0,546.1062197,Other solutions
2766.175979,0.012291858,0.690410959,0,549.1636625,Other solutions
2735.027963,0.71043752,0.690316486,0,525.1648975,Other solutions
2740.654395,0.656067438,0.690316486,0,527.069315,Other solutions
2747.004709,0.554072832,0.690316486,0,530.5930446,Other solutions
2750.869989,0.500158448,0.690316486,0,532.4592713,Other solutions
2763.126792,0.432794327,0.690316486,0,534.6643711,Other solutions
2761.115801,0.250917881,0.690316486,0,541.0915472,Other solutions
2764.504315,0.230595757,0.690316486,0,541.6810473,Other solutions
2763.735029,0.203743689,0.690316486,0,542.5650812,Other solutions
2765.36223,0.166333828,0.690316486,0,543.9056073,Other solutions
2764.833837,0.06383334,0.690316486,0,547.4012762,Other solutions
2759.526973,0.364197936,0.690222012,0,537.0431495,Other solutions
2748.374925,0.636139004,0.690033066,0,527.6456933,Other solutions
2738.167136,0.578297554,0.688899386,0,537.4901824,Other solutions
2759.805439,0.410015424,0.687671233,0,535.5136593,Other solutions
2763.663412,0.372273885,0.687104393,0,536.7804279,Other solutions
2742.26673,0.704013019,0.684931507,0,525.3840258,Other solutions
2748.67159,0.671376814,0.684931507,0,526.5640623,Other solutions
2755.195856,0.507141937,0.684931507,0,532.1879839,Other solutions
2760.308811,0.451876167,0.684931507,0,534.0526282,Other solutions
2760.311009,0.351101769,0.684931507,0,537.6351671,Other solutions
2767.750613,0.11406767,0.684931507,0,545.6418538,Other solutions
2769.128016,0.158746225,0.684837034,0,544.2333926,Other solutions
2752.08257,0.215600993,0.683325461,0,549.9924928,Other solutions
2746.701821,0.14101901,0.683230987,0,551.1048727,Other solutions
2750.873499,0.083467434,0.683136514,0,552.0229665,Other solutions
2769.31335,0.132178214,0.682191781,0,544.8784284,Other solutions
2766.196477,0.101517125,0.682191781,0,546.1147225,Other solutions
2767.100869,0.055093035,0.682191781,0,547.7208772,Other solutions
2768.93094,0.006595297,0.682191781,0,549.4473166,Other solutions
2752.34729,0.611485048,0.682097308,0,528.6048477,Other solutions
2750.229052,0.553511757,0.682097308,0,530.6860186,Other solutions
2761.100939,0.466239591,0.682097308,0,533.4951179,Other solutions
2763.159394,0.413758685,0.682097308,0,535.3099176,Other solutions
2760.560588,0.356220123,0.682097308,0,537.2724185,Other solutions
2769.645424,0.305931479,0.682097308,0,539.1234401,Other solutions
2769.800037,0.215338571,0.682097308,0,542.2346555,Other solutions
2767.889433,0.202288594,0.682097308,0,542.680624,Other solutions
2767.586711,0.150110651,0.682097308,0,544.5170127,Other solutions
2768.505115,0.127518613,0.682097308,0,545.1344316,Other solutions
2769.686956,0.098500653,0.682097308,0,546.3067815,Other solutions
2742.511103,0.734646452,0.682002834,0,524.2580416,Other solutions
2768.031929,0.257642631,0.681719414,0,540.6627689,Other solutions
2757.344164,0.565406684,0.681624941,0,530.0612297,Other solutions
2754.048454,0.31798965,0.681058101,0,549.4363707,Other solutions
2753.251301,0.505668414,0.680963628,0,543.6059526,Other solutions
2756.4201,0.430196611,0.680963628,0,545.7308049,Other solutions
2744.988154,0.65512884,0.679452055,0,527.1926983,Other solutions
2760.19394,0.50869418,0.679452055,0,532.2986638,Other solutions
2770.152842,0.302363299,0.679452055,0,539.1441578,Other solutions
2737.599489,0.752357524,0.679074162,0,523.7412589,Other solutions
2758.188948,0.081050695,0.678129428,0,554.6257459,Other solutions
2748.821198,0.147697494,0.677751535,0,551.0449551,Other solutions
2755.943362,0.185175452,0.677562589,0,550.5496806,Other solutions
2752.742459,0.626581823,0.676712329,0,528.218212,Other solutions
2754.786008,0.550912371,0.676712329,0,530.5562472,Other solutions
2766.530108,0.407258761,0.676712329,0,535.6060577,Other solutions
2772.909074,0.113776374,0.676712329,0,545.7206357,Other solutions
2770.247731,0.05093694,0.676712329,0,547.7959814,Other solutions
2758.612076,0.56442488,0.676617855,0,530.0220562,Other solutions
2758.79756,0.421099683,0.676334436,0,542.6389779,Other solutions
2754.523706,0.489905419,0.675673122,0,540.8434987,Other solutions
2755.818026,0.290436261,0.675673122,0,547.2226221,Other solutions
2746.973995,0.40867386,0.675578649,0,546.0447131,Other solutions
2751.183992,0.673520097,0.673972603,0,526.4357409,Other solutions
2763.105987,0.471250754,0.673972603,0,533.2741375,Other solutions
2762.836245,0.45456998,0.673972603,0,533.7959985,Other solutions
2771.600068,0.099613692,0.673972603,0,546.1402462,Other solutions
2753.675861,0.243284882,0.67302787,0,550.6806294,Other solutions
2766.705002,0.029316161,0.67246103,0,556.8406262,Other solutions
2761.499088,0.545781982,0.671232877,0,531.0167599,Other solutions
2768.0357,0.36814495,0.671232877,0,537.1428515,Other solutions
2762.920559,0.354412783,0.671232877,0,537.6221515,Other solutions
2771.050938,0.256205785,0.671232877,0,540.7379098,Other solutions
2772.663117,0.209590192,0.671232877,0,542.3738991,Other solutions
2771.449415,0.202388336,0.671232877,0,542.8199478,Other solutions
2772.094332,0.165661882,0.671232877,0,544.0533302,Other solutions
2773.721184,0.141526484,0.671232877,0,544.9146118,Other solutions
2772.492942,0.008712916,0.671232877,0,549.3987097,Other solutions
2754.960251,0.502171679,0.671138403,0,532.6474955,Other solutions
2771.33411,0.325838221,0.671138403,0,538.573898,Other solutions
2768.00414,0.256010447,0.671138403,0,541.0038289,Other solutions
2769.11742,0.154455587,0.671138403,0,544.5693449,Other solutions
2759.681749,0.398957433,0.67076051,0,543.3960684,Other solutions
2770.717754,0.108432124,0.67076051,0,546.049843,Other solutions
2754.957728,0.31774801,0.670571564,0,547.0249077,Other solutions
2750.290423,0.652304929,0.668493151,0,527.5444687,Other solutions
2748.334213,0.550541686,0.668493151,0,531.0092801,Other solutions
2756.886007,0.500673246,0.668493151,0,532.5409669,Other solutions
2761.176595,0.400900659,0.668493151,0,536.03143,Other solutions
2772.23789,0.304369317,0.668493151,0,539.4255383,Other solutions
2761.526524,0.301003501,0.668493151,0,539.5551931,Other solutions
2762.003101,0.200519239,0.668493151,0,543.0173831,Other solutions
2769.819893,0.051954221,0.668493151,0,548.1053342,Other solutions
2768.599458,0.40849857,0.668398677,0,535.8872346,Other solutions
2773.766998,0.084479306,0.668398677,0,546.9443984,Other solutions
2764.442652,0.356155278,0.668304204,0,537.6688472,Other solutions
2772.590061,0.055744638,0.668020784,0,547.9647783,Other solutions
2757.088054,0.064549776,0.667453944,0,555.0314799,Other solutions
2764.452423,0.065651857,0.667359471,0,554.9564371,Other solutions
2755.316439,0.163996971,0.666981578,0,552.6126013,Other solutions
2755.505267,0.600165582,0.665753425,0,529.2633329,Other solutions
2763.121718,0.546344294,0.665753425,0,531.0828749,Other solutions
2766.91147,0.458507809,0.665753425,0,534.0788369,Other solutions
2771.872286,0.374196447,0.665753425,0,536.9719296,Other solutions
2773.75806,0.255444317,0.665753425,0,541.0824556,Other solutions
2773.828904,0.227630705,0.665753425,0,542.0647944,Other solutions
2772.223551,0.209129707,0.665753425,0,542.6785669,Other solutions
2772.241313,0.152200947,0.665753425,0,544.6419842,Other solutions
2774.250826,0.145044457,0.665753425,0,544.8776726,Other solutions
2773.176536,0.125786399,0.665753425,0,545.5124937,Other solutions
2774.139719,0.012934715,0.665753425,0,549.4519929,Other solutions
2772.185773,0.008854403,0.665753425,0,549.5589393,Other solutions
2747.575987,0.360780992,0.662352385,0,548.7489923,Other solutions
2760.424044,0.108147982,0.661880019,0,553.777783,Other solutions
2754.320606,0.216005524,0.661785546,0,552.1293073,Other solutions
2757.530116,0.201832223,0.659234766,0,553.1865305,Other solutions
2763.462325,0.167549501,0.659234766,0,554.0341113,Other solutions
2766.803493,0.235142723,0.658856873,0,551.1721527,Other solutions
2760.156967,0.106997999,0.650637695,0,555.0415729,Other solutions
2767.603343,0.060970439,0.650637695,0,556.5327008,Other solutions
1000,0,0,-1,180,Min
5100,1,1,0,1000,Max
1590.986863,0.638611744,0.832876712,0,293.2089902,Fair environment
1600.188946,0.563446862,0.832876712,0,300.3659378,Fair environment
1601.620391,0.502697654,0.832876712,0,300.7188818,Fair environment
1847.601042,0.468018973,0.832876712,0,352.6315968,Fair environment
2254.056295,0.034474392,0.832876712,0,448.8426728,Fair environment
1883.992543,0.423722533,0.830136986,0,361.4782969,Fair environment
2052.165567,0.350796021,0.830136986,0,397.9207385,Fair environment
1872.311821,0.453800846,0.824657534,0,358.1230346,Fair environment
2152.895537,0.347629331,0.821917808,0,418.2940881,Fair environment
2142.487506,0.298792728,0.821917808,0,419.0801124,Fair environment
2301.298022,0.419031173,0.810958904,0,446.6059732,Fair environment
1324.92,0.708948909,0.805479452,0,240.3496935,Fair environment
1423.805237,0.680581424,0.805479452,0,260.592439,Fair environment
2340.760591,0.40252579,0.805479452,0,455.0717083,Fair environment
2344.294292,0.430969463,0.802739726,0,454.9075049,Fair environment
2329.311425,0.275251377,0.802739726,0,456.5988294,Fair environment
2333.126629,0.249522285,0.8,0,458.653696,Fair environment
2741.744132,0.765285419,0.682191781,0,523.3228735,Best irrigation
2774.691319,0.179635939,0.671138403,0,543.6946217,Best hydropower
1071.628494,0.698641017,0.832876712,0,188.5557727,Best environment
